Measurement ID;3740
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00010
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
6/10/2017 2:30:39 AM;58;EIS;65:51:10.493;00:01:59.038;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.42533;32.19495;-4.82962;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02911;0.31688;32.55519;-8.53143;-10.00000;-10.00000;-7.92420;
6/10/2017 2:30:50 AM;58;EIS;65:51:21.958;00:02:10.503;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.42503;33.22125;-5.62037;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03470;0.30709;33.69333;-9.60238;-10.00000;-10.00000;-7.91299;
6/10/2017 2:31:02 AM;58;EIS;65:51:33.746;00:02:22.291;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.41558;34.34310;-6.38373;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03665;0.29677;34.93137;-10.53001;-10.00000;-10.00000;-7.91299;
6/10/2017 2:31:14 AM;58;EIS;65:51:45.959;00:02:34.504;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.41712;35.59860;-7.15014;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04028;0.28650;36.30957;-11.35700;-10.00000;-10.00000;-7.91299;
6/10/2017 2:31:26 AM;58;EIS;65:51:57.617;00:02:46.162;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.43510;36.96638;-7.91375;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04055;0.27525;37.80397;-12.08347;-10.00000;-10.00000;-7.91299;
6/10/2017 2:31:38 AM;58;EIS;65:52:09.661;00:02:58.206;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.43111;38.46674;-8.68148;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04279;0.26444;39.43423;-12.71789;-10.00000;-10.00000;-7.91299;
6/10/2017 2:31:49 AM;58;EIS;65:52:21.150;00:03:09.695;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.42708;40.08187;-9.46171;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04454;0.25363;41.18349;-13.28207;-10.00000;-10.00000;-7.91299;
6/10/2017 2:32:01 AM;58;EIS;65:52:32.946;00:03:21.491;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.43531;41.80616;-10.27892;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04589;0.24294;43.05126;-13.81336;-10.00000;-10.00000;-7.91299;
6/10/2017 2:32:13 AM;58;EIS;65:52:44.428;00:03:32.973;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.42548;43.67345;-11.14910;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04688;0.23226;45.07408;-14.32079;-10.00000;-10.00000;-7.91299;
6/10/2017 2:32:24 AM;58;EIS;65:52:56.098;00:03:44.643;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.42549;45.66626;-12.08808;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04763;0.22177;47.23907;-14.82643;-10.00000;-10.00000;-7.92420;
6/10/2017 2:32:36 AM;58;EIS;65:53:08.130;00:03:56.675;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.43065;47.80871;-13.10224;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04763;0.21158;49.57158;-15.32592;-10.00000;-10.00000;-7.91299;
6/10/2017 2:32:48 AM;58;EIS;65:53:19.610;00:04:08.155;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.43203;50.13535;-14.20851;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05208;0.20190;52.10984;-15.82289;-10.00000;-10.00000;-7.91299;
6/10/2017 2:33:00 AM;58;EIS;65:53:31.528;00:04:20.073;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;3.43458;52.67832;-15.41458;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05307;0.19186;54.88729;-16.31038;-10.00000;-10.00000;-7.91299;
6/10/2017 2:33:11 AM;58;EIS;65:53:42.954;00:04:31.499;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;3.42559;55.42804;-16.68628;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05470;0.18221;57.88523;-16.75411;-10.00000;-10.00000;-7.91299;
6/10/2017 2:33:23 AM;58;EIS;65:53:54.706;00:04:43.251;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;3.43320;58.41625;-18.04929;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05654;0.17280;61.14111;-17.16996;-10.00000;-10.00000;-7.91299;
6/10/2017 2:33:35 AM;58;EIS;65:54:06.881;00:04:55.426;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;3.42492;61.50645;-19.44570;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05450;0.16347;64.50719;-17.54472;-10.00000;-10.00000;-7.92420;
6/10/2017 2:33:47 AM;58;EIS;65:54:18.503;00:05:07.048;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;3.41920;64.71071;-20.95763;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05482;0.15508;68.01983;-17.94540;-10.00000;-10.00000;-7.91299;
6/10/2017 2:33:59 AM;58;EIS;65:54:30.551;00:05:19.096;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;3.42490;67.97364;-22.71876;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05383;0.14704;71.66978;-18.48112;-10.00000;-10.00000;-7.91299;
6/10/2017 2:34:10 AM;58;EIS;65:54:41.847;00:05:30.392;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;3.41581;71.19972;-24.89035;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05217;0.13950;75.42500;-19.26886;-10.00000;-10.00000;-7.91299;
6/10/2017 2:34:22 AM;58;EIS;65:54:53.647;00:05:42.192;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.42267;74.39786;-27.71138;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05266;0.13259;79.39120;-20.42913;-10.00000;-10.00000;-7.91299;
6/10/2017 2:34:33 AM;58;EIS;65:55:04.872;00:05:53.417;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.42500;77.70789;-31.57161;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05643;0.12595;83.87660;-22.11121;-10.00000;-10.00000;-7.92420;
6/10/2017 2:34:45 AM;58;EIS;65:55:16.881;00:06:05.426;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;3.41866;81.44727;-36.60808;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06462;0.11922;89.29619;-24.20247;-10.00000;-10.00000;-7.91299;
6/10/2017 2:34:57 AM;58;EIS;65:55:29.068;00:06:17.613;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.41822;85.77837;-43.24972;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07581;0.11199;96.06491;-26.75738;-10.00000;-10.00000;-7.91299;
6/10/2017 2:35:09 AM;58;EIS;65:55:40.648;00:06:29.193;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.41636;90.93509;-51.64233;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.08822;0.10406;104.57591;-29.59238;-10.00000;-10.00000;-7.90179;
6/10/2017 2:35:20 AM;58;EIS;65:55:51.370;00:06:39.915;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.41575;97.52528;-61.84255;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.10477;0.09567;115.48022;-32.37953;-10.00000;-10.00000;-7.90179;
6/10/2017 2:35:30 AM;58;EIS;65:56:01.773;00:06:50.318;2;1;Pan_5pulse_EIS_0dC;3.42221;0.00000;-2.17502;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;3.42332;105.76817;-73.99725;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.11774;0.08659;129.08331;-34.97730;-10.00000;-10.00000;-7.91299;
6/10/2017 2:35:44 AM;58;EIS;65:56:15.387;00:07:03.932;2;1;Pan_5pulse_EIS_0dC;3.42221;0.00000;-2.17502;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;3.42350;118.96461;-87.77674;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.14537;0.07747;147.84226;-36.42136;-10.00000;-10.00000;-7.91299;
6/10/2017 2:36:02 AM;58;EIS;65:56:33.699;00:07:22.244;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;3.41816;135.76922;-102.00369;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.14860;0.06764;169.81765;-36.91761;-10.00000;-10.00000;-7.90179;
6/10/2017 2:36:25 AM;58;EIS;65:56:56.417;00:07:44.962;2;1;Pan_5pulse_EIS_0dC;3.42156;0.00000;-2.17502;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;3.41784;156.74616;-115.57715;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.14707;0.05890;194.74968;-36.40329;-10.00000;-10.00000;-7.90179;
6/10/2017 2:36:55 AM;58;EIS;65:57:26.484;00:08:15.029;2;1;Pan_5pulse_EIS_0dC;3.42221;0.00000;-2.17502;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;3.42018;185.79376;-126.66501;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.15374;0.05131;224.86295;-34.28423;-10.00000;-10.00000;-7.90179;
6/10/2017 2:37:34 AM;58;EIS;65:58:05.527;00:08:54.072;2;1;Pan_5pulse_EIS_0dC;3.42156;0.00000;-2.17502;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;3.41970;216.20253;-133.11739;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.12902;0.04447;253.89717;-31.62089;-10.00000;-10.00000;-7.91299;
6/10/2017 2:38:26 AM;58;EIS;65:58:57.387;00:09:45.932;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;3.42412;250.59044;-134.00160;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.12012;0.03942;284.16896;-28.13535;-10.00000;-10.00000;-7.91299;
6/10/2017 2:39:34 AM;58;EIS;66:00:05.409;00:10:53.954;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;3.42247;281.36170;-129.89296;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.08995;0.03517;309.89770;-24.78080;-10.00000;-10.00000;-7.91299;
6/10/2017 2:41:04 AM;58;EIS;66:01:36.028;00:12:24.573;2;1;Pan_5pulse_EIS_0dC;3.42414;0.00000;-2.17502;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;3.42359;311.06937;-121.30831;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07709;0.03226;333.88600;-21.30439;-10.00000;-10.00000;-7.91299;
6/10/2017 2:43:05 AM;58;EIS;66:03:36.655;00:14:25.200;2;1;Pan_5pulse_EIS_0dC;3.42478;0.00000;-2.17502;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;3.42477;334.80805;-110.69724;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05660;0.02996;352.63339;-18.29538;-10.00000;-10.00000;-7.91299;
6/10/2017 2:45:45 AM;58;EIS;66:06:16.617;00:17:05.162;2;1;Pan_5pulse_EIS_0dC;3.42542;0.00000;-2.17502;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;3.42600;354.54780;-99.73662;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04386;0.02834;368.30902;-15.71164;-10.00000;-10.00000;-7.91299;
6/10/2017 2:49:18 AM;58;EIS;66:09:49.570;00:20:38.115;2;1;Pan_5pulse_EIS_0dC;3.42671;0.00000;-2.17502;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;3.42720;371.10719;-89.49751;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03717;0.02717;381.74645;-13.55875;-10.00000;-10.00000;-7.91299;
6/10/2017 2:54:01 AM;58;EIS;66:14:32.984;00:25:21.529;2;1;Pan_5pulse_EIS_0dC;3.42735;0.00000;-2.17502;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;3.42845;383.64813;-81.29630;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02609;0.02616;392.16702;-11.96418;-10.00000;-10.00000;-7.91299;
6/10/2017 3:00:18 AM;58;EIS;66:20:49.780;00:31:38.325;2;1;Pan_5pulse_EIS_0dC;3.42864;0.00000;-2.17502;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;3.43026;393.92045;-74.76647;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02399;0.02554;400.95305;-10.74696;-10.00000;-10.00000;-7.90179;
6/10/2017 3:08:40 AM;58;EIS;66:29:11.883;00:40:00.428;2;1;Pan_5pulse_EIS_0dC;3.42993;0.00000;-2.17502;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;3.43176;403.15130;-70.85454;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01994;0.02492;409.33035;-9.96803;-10.00000;-10.00000;-7.91299;
6/10/2017 3:19:50 AM;58;EIS;66:40:21.769;00:51:10.314;2;1;Pan_5pulse_EIS_0dC;3.43121;0.00000;-2.17502;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;3.43290;410.31671;-69.18388;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01692;0.02444;416.10841;-9.57067;-10.00000;-10.00000;-7.90179;
6/10/2017 3:34:41 AM;58;EIS;66:55:13.152;01:06:01.697;2;1;Pan_5pulse_EIS_0dC;3.43314;0.00000;-2.17502;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;3.43483;418.34739;-69.47879;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01935;0.02404;424.07763;-9.42957;-10.00000;-10.00000;-7.90179;
6/10/2017 3:54:28 AM;58;EIS;67:14:59.618;01:25:48.163;2;1;Pan_5pulse_EIS_0dC;3.43507;0.00000;-2.17502;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;3.43639;425.54957;-72.66379;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01935;0.02357;431.70877;-9.68996;-10.00000;-10.00000;-7.71125;
6/10/2017 4:20:52 AM;58;EIS;67:41:23.661;01:52:12.206;2;1;Pan_5pulse_EIS_0dC;3.43636;0.00000;-2.17502;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;3.43819;434.02195;-77.44399;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02102;0.02316;440.87711;-10.11701;-10.00000;-10.00000;-7.90179;
6/10/2017 4:56:01 AM;58;EIS;68:16:32.971;02:27:21.516;2;1;Pan_5pulse_EIS_0dC;3.43829;0.00000;-2.17502;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;3.44006;441.90535;-84.43081;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01999;0.02267;449.89877;-10.81662;-10.00000;-10.00000;-7.71125;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00006
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
